date,pred_w_speed,pred_w_dir,pred_temp,pred_pressure,pred_humidity,ture_w_speed,target
2020-01-01 06:15:00,2.8,283.0,-7.6,1029.0,31.0,2.5,-0.109
2020-01-01 06:30:00,2.7,283.0,-7.5,1030.0,31.0,2.6,-0.127
2020-01-01 06:45:00,2.6,283.0,-7.5,1030.0,30.0,2.4,-0.149
2020-01-01 07:00:00,2.5,284.0,-7.4,1030.0,30.0,2.1,-0.173
2020-01-01 07:15:00,2.4,282.0,-7.3,1030.0,29.0,2.0,-0.171
2020-01-01 07:30:00,2.3,283.0,-7.2,1030.0,28.0,2.3,-0.155
2020-01-01 07:45:00,2.1,281.0,-7.1,1030.0,27.0,2.3,-0.17800000000000002
2020-01-01 08:00:00,2.0,281.0,-6.8,1030.0,27.0,2.3,-0.19
2020-01-01 08:15:00,1.9,282.0,-6.2,1030.0,26.0,2.0,-0.177
2020-01-01 08:30:00,1.8,279.0,-5.7,1030.0,25.0,1.8,-0.16899999999999998
2020-01-01 08:45:00,1.7,280.0,-5.1,1030.0,24.0,1.8,-0.177
2020-01-01 09:00:00,1.5,281.0,-4.6,1030.0,23.0,1.8,-0.16399999999999998
2020-01-01 09:15:00,1.4,278.0,-4.2,1030.0,22.0,1.0,-0.136
2020-01-01 09:30:00,1.3,274.0,-3.7,1030.0,21.0,0.5,-0.162
2020-01-01 09:45:00,1.2,270.0,-3.3,1030.0,20.0,0.7,-0.125
2020-01-01 10:00:00,1.1,270.0,-2.9,1030.0,20.0,0.7,-0.132
2020-01-01 10:15:00,1.1,265.0,-2.6,1030.0,20.0,0.8,-0.163
2020-01-01 10:30:00,1.0,259.0,-2.2,1030.0,20.0,0.8,-0.196
2020-01-01 10:45:00,1.0,253.0,-1.9,1030.0,20.0,0.4,-0.142
2020-01-01 11:00:00,1.1,248.0,-1.6,1030.0,20.0,0.4,-0.133
2020-01-01 11:15:00,1.2,246.0,-1.4,1030.0,20.0,0.5,-0.162
2020-01-01 11:30:00,1.3,241.0,-1.1,1029.0,21.0,0.5,-0.145
2020-01-01 11:45:00,1.4,240.0,-0.9,1029.0,21.0,0.5,-0.104
2020-01-01 12:00:00,1.5,233.0,-0.7,1029.0,21.0,0.7,-0.157
2020-01-01 12:15:00,1.6,230.0,-0.6,1029.0,22.0,1.1,-0.14400000000000002
2020-01-01 12:30:00,1.6,223.0,-0.4,1029.0,22.0,1.4,-0.151
2020-01-01 12:45:00,1.7,220.0,-0.3,1029.0,23.0,1.4,-0.139
2020-01-01 13:00:00,1.9,216.0,-0.2,1029.0,23.0,1.2,-0.153
2020-01-01 13:15:00,1.9,212.0,-0.2,1029.0,24.0,1.3,-0.14
2020-01-01 13:30:00,1.9,208.0,-0.1,1028.0,25.0,1.3,-0.141
2020-01-01 13:45:00,2.0,204.0,-0.1,1028.0,26.0,1.0,-0.151
2020-01-01 14:00:00,2.0,200.0,-0.1,1028.0,27.0,1.4,-0.173
2020-01-01 14:15:00,2.0,198.0,-0.2,1028.0,28.0,2.0,-0.168
2020-01-01 14:30:00,2.1,194.0,-0.3,1028.0,30.0,2.0,-0.156
2020-01-01 14:45:00,2.0,191.0,-0.4,1028.0,31.0,2.5,-0.094
2020-01-01 15:00:00,2.0,189.0,-0.5,1028.0,34.0,2.6,-0.151
2020-01-01 15:15:00,2.1,185.0,-0.7,1028.0,37.0,2.5,-0.145
2020-01-01 15:30:00,2.2,183.0,-1.0,1028.0,40.0,2.9,-0.068
2020-01-01 15:45:00,2.3,180.0,-1.2,1028.0,43.0,3.3,1.124
2020-01-01 16:00:00,2.4,180.0,-1.7,1028.0,47.0,3.3,1.436
2020-01-01 16:15:00,2.5,180.0,-2.4,1028.0,50.0,3.0,0.955
2020-01-01 16:30:00,2.6,182.0,-3.2,1028.0,53.0,2.9,0.7070000000000001
2020-01-01 16:45:00,2.7,182.0,-3.9,1028.0,56.0,3.5,1.814
2020-01-01 17:00:00,2.7,182.0,-4.3,1028.0,57.0,3.3,1.749
2020-01-01 17:15:00,2.8,184.0,-4.3,1028.0,58.0,3.5,1.881
2020-01-01 17:30:00,2.9,186.0,-4.3,1028.0,58.0,3.5,2.122
2020-01-01 17:45:00,3.0,188.0,-4.3,1028.0,59.0,3.4,1.509
2020-01-01 18:00:00,3.0,189.0,-4.2,1028.0,58.0,3.3,1.371
2020-01-01 18:15:00,3.0,194.0,-4.1,1028.0,57.0,3.0,0.843
2020-01-01 18:30:00,2.9,196.0,-3.9,1029.0,55.0,3.0,0.856
2020-01-01 18:45:00,2.9,200.0,-3.8,1029.0,54.0,3.0,0.962
2020-01-01 19:00:00,2.8,206.0,-3.4,1029.0,52.0,3.2,1.198
2020-01-01 19:15:00,2.6,209.0,-2.9,1029.0,51.0,3.1,0.804
2020-01-01 19:30:00,2.4,215.0,-2.3,1029.0,49.0,2.8,0.5579999999999999
2020-01-01 19:45:00,2.3,220.0,-1.8,1029.0,48.0,2.2,-0.166
2020-01-01 20:00:00,2.3,225.0,-1.4,1029.0,47.0,2.1,-0.185
2020-01-01 20:15:00,2.1,229.0,-1.2,1029.0,47.0,1.8,-0.175
2020-01-01 20:30:00,2.1,233.0,-1.0,1029.0,47.0,1.3,-0.16399999999999998
2020-01-01 20:45:00,2.0,237.0,-0.8,1029.0,47.0,0.9,-0.16399999999999998
2020-01-01 21:00:00,1.9,242.0,-0.7,1029.0,47.0,0.4,-0.136
2020-01-01 21:15:00,1.9,245.0,-0.8,1029.0,48.0,0.2,-0.118
2020-01-01 21:30:00,1.7,246.0,-0.8,1029.0,49.0,0.2,-0.161
2020-01-01 21:45:00,1.7,249.0,-0.9,1029.0,50.0,0.5,-0.155
2020-01-01 22:00:00,1.7,253.0,-1.0,1029.0,51.0,0.8,-0.156
2020-01-01 22:15:00,1.6,256.0,-1.2,1029.0,52.0,0.8,-0.139
2020-01-01 22:30:00,1.6,259.0,-1.4,1029.0,54.0,1.2,-0.165
2020-01-01 22:45:00,1.6,263.0,-1.6,1029.0,55.0,1.7,-0.181
2020-01-01 23:00:00,1.6,266.0,-2.0,1029.0,57.0,1.9,-0.16699999999999998
2020-01-01 23:15:00,1.5,270.0,-2.6,1029.0,59.0,1.8,-0.168
2020-01-01 23:30:00,1.5,270.0,-3.1,1029.0,60.0,1.8,-0.145
2020-01-01 23:45:00,1.4,274.0,-3.7,1029.0,62.0,1.3,-0.171
2020-01-02 00:00:00,1.7,301.0,-5.4,1029.0,73.0,1.3,-0.166
2020-01-02 00:15:00,1.7,301.0,-5.5,1029.0,73.0,1.7,-0.183
2020-01-02 00:30:00,1.7,306.0,-5.6,1028.0,73.0,1.7,-0.177
2020-01-02 00:45:00,1.7,306.0,-5.7,1028.0,73.0,1.5,-0.156
2020-01-02 01:00:00,1.7,306.0,-5.8,1028.0,73.0,1.8,-0.187
2020-01-02 01:15:00,1.7,306.0,-5.9,1028.0,73.0,2.3,-0.172
2020-01-02 01:30:00,1.7,306.0,-6.0,1028.0,72.0,2.8,-0.211
2020-01-02 01:45:00,1.7,306.0,-6.1,1028.0,72.0,2.5,-0.151
2020-01-02 02:00:00,1.7,306.0,-6.1,1028.0,72.0,2.5,-0.219
2020-01-02 02:15:00,1.8,304.0,-6.1,1028.0,71.0,2.7,-0.163
2020-01-02 02:30:00,1.8,304.0,-6.2,1028.0,71.0,1.9,-0.16399999999999998
2020-01-02 02:45:00,1.9,302.0,-6.2,1028.0,70.0,1.3,-0.141
2020-01-02 03:00:00,2.0,300.0,-6.2,1028.0,70.0,1.2,-0.205
2020-01-02 03:15:00,2.1,299.0,-6.1,1028.0,69.0,1.4,-0.185
2020-01-02 03:30:00,2.2,300.0,-6.0,1028.0,69.0,1.7,-0.161
2020-01-02 03:45:00,2.3,299.0,-5.9,1028.0,68.0,1.5,-0.18
2020-01-02 04:00:00,2.4,298.0,-5.9,1028.0,68.0,1.5,-0.141
2020-01-02 04:15:00,2.5,297.0,-5.9,1028.0,68.0,1.4,-0.187
2020-01-02 04:30:00,2.5,296.0,-5.9,1028.0,67.0,1.6,-0.177
2020-01-02 04:45:00,2.6,295.0,-5.9,1028.0,67.0,2.0,-0.232
2020-01-02 05:00:00,2.6,295.0,-5.9,1028.0,67.0,2.2,-0.205
2020-01-02 05:15:00,2.7,292.0,-6.0,1028.0,67.0,2.3,-0.17600000000000002
2020-01-02 05:30:00,2.7,292.0,-6.0,1028.0,68.0,2.7,-0.228
2020-01-02 05:45:00,2.8,289.0,-6.1,1028.0,68.0,3.3,1.411
2020-01-02 06:00:00,2.8,288.0,-6.1,1028.0,68.0,3.1,0.807
2020-01-02 06:15:00,2.9,288.0,-6.1,1028.0,67.0,3.3,1.142
2020-01-02 06:30:00,3.0,287.0,-6.2,1028.0,67.0,3.2,1.122
2020-01-02 06:45:00,3.1,287.0,-6.2,1028.0,66.0,3.5,2.077
2020-01-02 07:00:00,3.2,286.0,-6.1,1028.0,65.0,3.4,1.815
2020-01-02 07:15:00,3.4,287.0,-5.9,1028.0,62.0,3.5,2.104
2020-01-02 07:30:00,3.5,288.0,-5.6,1028.0,60.0,4.3,4.537
2020-01-02 07:45:00,3.6,289.0,-5.4,1028.0,57.0,4.4,5.283
2020-01-02 08:00:00,3.6,289.0,-5.0,1028.0,54.0,4.4,5.375
2020-01-02 08:15:00,3.6,291.0,-4.4,1028.0,51.0,4.2,5.362
2020-01-02 08:30:00,3.7,290.0,-3.7,1028.0,47.0,4.2,5.074
2020-01-02 08:45:00,3.8,292.0,-3.1,1028.0,44.0,4.0,3.964
2020-01-02 09:00:00,3.7,292.0,-2.5,1028.0,41.0,4.0,3.325
2020-01-02 09:15:00,3.5,292.0,-2.0,1028.0,38.0,3.8,2.7510000000000003
2020-01-02 09:30:00,3.2,294.0,-1.5,1029.0,35.0,3.4,1.144
2020-01-02 09:45:00,3.0,294.0,-1.0,1029.0,32.0,2.5,0.092
2020-01-02 10:00:00,3.0,294.0,-0.6,1029.0,29.0,2.0,-0.03
2020-01-02 10:15:00,3.0,291.0,-0.2,1029.0,28.0,1.7,-0.108
2020-01-02 10:30:00,3.1,289.0,0.1,1029.0,26.0,2.1,-0.114
2020-01-02 10:45:00,3.1,287.0,0.5,1029.0,25.0,2.8,0.384
2020-01-02 11:00:00,3.2,286.0,0.8,1029.0,24.0,3.2,1.493
2020-01-02 11:15:00,3.3,286.0,1.1,1029.0,23.0,3.2,1.491
2020-01-02 11:30:00,3.3,286.0,1.4,1028.0,22.0,3.3,2.137
2020-01-02 11:45:00,3.4,285.0,1.7,1028.0,21.0,3.8,3.447
2020-01-02 12:00:00,3.3,286.0,1.9,1028.0,20.0,3.3,2.0
2020-01-02 12:15:00,3.2,284.0,2.1,1028.0,19.0,3.2,1.3630000000000002
2020-01-02 12:30:00,3.1,283.0,2.4,1028.0,18.0,3.2,1.969
2020-01-02 12:45:00,3.0,282.0,2.6,1028.0,17.0,3.3,1.755
2020-01-02 13:00:00,2.7,278.0,2.8,1028.0,17.0,3.6,2.253
2020-01-02 13:15:00,2.6,277.0,2.9,1028.0,17.0,3.5,2.22
2020-01-02 13:30:00,2.5,275.0,3.0,1027.0,17.0,3.6,2.333
2020-01-02 13:45:00,2.4,272.0,3.1,1027.0,17.0,3.5,2.21
2020-01-02 14:00:00,2.2,270.0,3.2,1027.0,17.0,3.7,2.63
2020-01-02 14:15:00,2.1,270.0,3.2,1027.0,18.0,3.7,2.823
2020-01-02 14:30:00,1.9,270.0,3.1,1027.0,19.0,3.7,2.394
2020-01-02 14:45:00,1.8,267.0,3.1,1027.0,20.0,3.1,1.374
2020-01-02 15:00:00,1.7,263.0,2.9,1027.0,21.0,2.6,0.425
2020-01-02 15:15:00,1.8,257.0,2.4,1027.0,23.0,2.3,-0.14800000000000002
2020-01-02 15:30:00,2.0,252.0,1.9,1027.0,26.0,2.2,-0.197
2020-01-02 15:45:00,2.2,248.0,1.4,1027.0,28.0,2.2,-0.196
2020-01-02 16:00:00,2.2,246.0,1.0,1027.0,31.0,2.6,0.0
2020-01-02 16:15:00,2.1,245.0,0.7,1027.0,34.0,3.1,0.333
2020-01-02 16:30:00,2.1,241.0,0.4,1027.0,37.0,2.3,-0.046
2020-01-02 16:45:00,2.0,240.0,0.1,1027.0,40.0,2.4,-0.104
2020-01-02 17:00:00,2.0,240.0,-0.1,1027.0,43.0,2.1,-0.124
2020-01-02 17:15:00,1.9,242.0,-0.1,1027.0,46.0,2.5,-0.158
2020-01-02 17:30:00,1.8,241.0,-0.1,1027.0,49.0,2.2,-0.132
2020-01-02 17:45:00,1.8,243.0,-0.1,1027.0,52.0,2.5,-0.142
2020-01-02 18:00:00,1.8,243.0,-0.2,1027.0,54.0,2.7,0.228
2020-01-02 18:15:00,1.9,242.0,-0.4,1027.0,57.0,3.2,1.116
2020-01-02 18:30:00,2.0,240.0,-0.7,1027.0,60.0,3.5,1.44
2020-01-02 18:45:00,2.1,239.0,-0.9,1027.0,63.0,4.2,4.1389999999999985
2020-01-02 19:00:00,2.1,239.0,-1.0,1027.0,65.0,4.5,5.709
2020-01-02 19:15:00,2.1,239.0,-1.0,1027.0,66.0,5.0,8.326
2020-01-02 19:30:00,2.2,236.0,-1.1,1027.0,67.0,5.4,10.422
2020-01-02 19:45:00,2.2,236.0,-1.1,1027.0,68.0,5.2,9.274
2020-01-02 20:00:00,2.2,236.0,-1.2,1027.0,69.0,5.5,10.909
2020-01-02 20:15:00,2.2,238.0,-1.3,1027.0,70.0,5.6,10.667
2020-01-02 20:30:00,2.3,239.0,-1.5,1027.0,70.0,4.3,4.181
2020-01-02 20:45:00,2.4,240.0,-1.6,1027.0,71.0,3.7,2.883
2020-01-02 21:00:00,2.4,240.0,-1.7,1027.0,71.0,3.7,2.991
2020-01-02 21:15:00,2.5,243.0,-1.8,1027.0,70.0,3.5,2.441
2020-01-02 21:30:00,2.5,247.0,-1.9,1027.0,70.0,3.5,2.406
2020-01-02 21:45:00,2.6,249.0,-2.0,1027.0,69.0,3.8,2.9760000000000004
2020-01-02 22:00:00,2.5,252.0,-2.2,1027.0,68.0,3.5,1.841
2020-01-02 22:15:00,2.5,259.0,-2.3,1027.0,66.0,3.3,1.497
2020-01-02 22:30:00,2.6,263.0,-2.4,1027.0,63.0,3.2,1.484
2020-01-02 22:45:00,2.7,270.0,-2.5,1027.0,61.0,3.4,1.789
2020-01-02 23:00:00,2.6,272.0,-2.6,1027.0,59.0,2.9,1.069
2020-01-02 23:15:00,2.4,279.0,-2.7,1027.0,56.0,2.9,0.914
2020-01-02 23:30:00,2.4,285.0,-2.7,1027.0,54.0,3.0,1.239
2020-01-02 23:45:00,2.3,293.0,-2.8,1027.0,51.0,3.2,1.124
2020-01-03 00:00:00,2.9,319.0,-4.6,1028.0,44.0,3.0,0.8170000000000001
2020-01-03 00:15:00,3.1,322.0,-4.7,1028.0,43.0,3.3,1.889
2020-01-03 00:30:00,3.3,322.0,-4.7,1027.0,43.0,3.4,2.019
2020-01-03 00:45:00,3.4,324.0,-4.8,1027.0,42.0,2.9,0.5920000000000001
2020-01-03 01:00:00,3.5,325.0,-4.8,1027.0,42.0,3.5,2.084
2020-01-03 01:15:00,3.5,325.0,-4.9,1027.0,42.0,3.7,2.81
2020-01-03 01:30:00,3.7,325.0,-5.0,1027.0,41.0,3.6,2.627
2020-01-03 01:45:00,3.7,325.0,-5.1,1027.0,41.0,3.4,1.895
2020-01-03 02:00:00,3.6,324.0,-5.2,1027.0,41.0,4.0,3.58
2020-01-03 02:15:00,3.4,320.0,-5.2,1027.0,41.0,4.3,4.75
2020-01-03 02:30:00,3.3,315.0,-5.2,1027.0,42.0,4.1,4.292
2020-01-03 02:45:00,3.1,310.0,-5.2,1027.0,42.0,4.8,7.4289999999999985
2020-01-03 03:00:00,3.1,307.0,-5.2,1027.0,42.0,4.5,5.785
2020-01-03 03:15:00,3.2,305.0,-5.2,1027.0,43.0,4.0,4.01
2020-01-03 03:30:00,3.3,301.0,-5.2,1027.0,43.0,4.1,4.498
2020-01-03 03:45:00,3.3,299.0,-5.2,1027.0,44.0,3.9,3.759
2020-01-03 04:00:00,3.4,294.0,-5.2,1027.0,44.0,3.9,3.796
2020-01-03 04:15:00,3.5,290.0,-5.2,1027.0,45.0,4.1,4.317
2020-01-03 04:30:00,3.5,286.0,-5.1,1027.0,45.0,4.4,5.726
2020-01-03 04:45:00,3.7,283.0,-5.1,1027.0,46.0,4.7,6.2010000000000005
2020-01-03 05:00:00,3.8,281.0,-5.1,1027.0,46.0,4.4,4.973
2020-01-03 05:15:00,3.9,280.0,-5.1,1027.0,46.0,4.4,5.098
2020-01-03 05:30:00,3.8,279.0,-5.0,1027.0,47.0,4.4,5.143
2020-01-03 05:45:00,3.9,279.0,-5.0,1027.0,47.0,4.3,4.922
2020-01-03 06:00:00,3.9,279.0,-5.0,1027.0,47.0,4.6,6.416
2020-01-03 06:15:00,4.0,279.0,-5.0,1027.0,47.0,4.7,6.3610000000000015
2020-01-03 06:30:00,4.0,277.0,-5.0,1027.0,46.0,4.8,7.436
2020-01-03 06:45:00,4.1,277.0,-5.0,1027.0,46.0,5.1,9.179
2020-01-03 07:00:00,4.2,275.0,-4.8,1027.0,45.0,5.5,10.731
2020-01-03 07:15:00,4.4,274.0,-4.5,1027.0,44.0,5.3,10.352
2020-01-03 07:30:00,4.6,272.0,-4.2,1027.0,42.0,4.8,8.759
2020-01-03 07:45:00,4.8,271.0,-3.9,1027.0,41.0,5.0,8.604
2020-01-03 08:00:00,4.9,270.0,-3.4,1027.0,39.0,4.8,8.582
2020-01-03 08:15:00,4.9,271.0,-2.8,1027.0,37.0,5.1,9.72
2020-01-03 08:30:00,4.8,271.0,-2.3,1027.0,34.0,5.1,9.447
2020-01-03 08:45:00,4.8,272.0,-1.7,1027.0,32.0,5.1,9.531
2020-01-03 09:00:00,4.7,272.0,-1.1,1027.0,30.0,5.0,9.223
2020-01-03 09:15:00,4.6,271.0,-0.6,1027.0,29.0,5.2,10.081
2020-01-03 09:30:00,4.4,271.0,-0.1,1027.0,27.0,5.1,8.879
2020-01-03 09:45:00,4.3,270.0,0.4,1027.0,26.0,4.9,8.129
2020-01-03 10:00:00,4.1,271.0,0.8,1027.0,25.0,4.5,7.001
2020-01-03 10:15:00,4.0,273.0,1.2,1027.0,24.0,4.8,7.629
2020-01-03 10:30:00,3.9,274.0,1.7,1027.0,23.0,4.8,7.449
2020-01-03 10:45:00,3.8,276.0,2.1,1027.0,22.0,5.1,8.907
2020-01-03 11:00:00,3.7,278.0,2.5,1027.0,21.0,4.8,7.487
2020-01-03 11:15:00,3.8,279.0,2.8,1027.0,21.0,4.6,6.773
2020-01-03 11:30:00,3.8,279.0,3.1,1026.0,20.0,4.2,5.055
2020-01-03 11:45:00,4.0,280.0,3.4,1026.0,20.0,4.4,5.216
2020-01-03 12:00:00,4.0,280.0,3.7,1026.0,20.0,4.0,3.858
2020-01-03 12:15:00,3.9,279.0,3.9,1026.0,20.0,4.0,3.825
2020-01-03 12:30:00,3.8,277.0,4.2,1025.0,20.0,3.8,3.298
2020-01-03 12:45:00,3.8,276.0,4.4,1025.0,20.0,4.2,4.505
2020-01-03 13:00:00,3.8,275.0,4.6,1025.0,20.0,4.0,3.786
2020-01-03 13:15:00,3.8,272.0,4.7,1025.0,20.0,4.0,3.549
2020-01-03 13:30:00,3.7,270.0,4.8,1024.0,21.0,3.7,3.026
2020-01-03 13:45:00,3.7,268.0,4.9,1024.0,21.0,4.0,3.3760000000000003
2020-01-03 14:00:00,3.7,265.0,4.9,1024.0,22.0,3.6,2.181
2020-01-03 14:15:00,3.7,262.0,4.8,1024.0,23.0,3.4,1.846
2020-01-03 14:30:00,3.8,259.0,4.8,1024.0,25.0,3.3,1.636
2020-01-03 14:45:00,3.8,256.0,4.7,1024.0,26.0,3.6,2.383
2020-01-03 15:00:00,3.8,255.0,4.4,1024.0,28.0,3.9,2.929
2020-01-03 15:15:00,3.8,256.0,3.7,1024.0,31.0,4.4,5.25
2020-01-03 15:30:00,3.7,257.0,3.0,1024.0,34.0,4.6,5.551
2020-01-03 15:45:00,3.7,259.0,2.3,1024.0,37.0,5.2,8.402999999999999
2020-01-03 16:00:00,3.8,258.0,1.5,1024.0,40.0,5.9,12.743
2020-01-03 16:15:00,3.9,257.0,0.7,1024.0,43.0,6.1,14.431
2020-01-03 16:30:00,4.1,254.0,0.0,1024.0,46.0,5.9,13.242
2020-01-03 16:45:00,4.2,253.0,-0.8,1024.0,49.0,6.7,17.949
2020-01-03 17:00:00,4.3,252.0,-1.2,1024.0,51.0,6.3,16.055
2020-01-03 17:15:00,4.4,253.0,-1.3,1024.0,52.0,6.4,16.46
2020-01-03 17:30:00,4.6,252.0,-1.4,1024.0,53.0,6.0,14.06
2020-01-03 17:45:00,4.7,253.0,-1.5,1024.0,54.0,5.9,13.466
2020-01-03 18:00:00,4.9,253.0,-1.5,1024.0,55.0,5.3,10.118
2020-01-03 18:15:00,5.0,253.0,-1.5,1024.0,55.0,4.9,8.237
2020-01-03 18:30:00,5.2,252.0,-1.5,1024.0,56.0,4.7,6.6370000000000005
2020-01-03 18:45:00,5.3,251.0,-1.5,1024.0,56.0,4.7,6.893
2020-01-03 19:00:00,5.4,252.0,-1.5,1024.0,56.0,3.9,3.301
2020-01-03 19:15:00,5.5,251.0,-1.5,1024.0,56.0,3.3,1.751
2020-01-03 19:30:00,5.6,250.0,-1.5,1024.0,57.0,2.9,0.735
2020-01-03 19:45:00,5.8,250.0,-1.5,1024.0,57.0,2.9,0.76
2020-01-03 20:00:00,5.7,251.0,-1.5,1024.0,57.0,3.4,1.823
2020-01-03 20:15:00,5.8,253.0,-1.6,1024.0,57.0,3.8,3.107
2020-01-03 20:30:00,5.8,254.0,-1.7,1024.0,57.0,3.8,3.464
2020-01-03 20:45:00,5.9,256.0,-1.8,1024.0,57.0,3.9,3.816
2020-01-03 21:00:00,5.8,258.0,-1.9,1024.0,57.0,4.4,5.197
2020-01-03 21:15:00,5.9,260.0,-2.0,1024.0,57.0,4.6,6.178
2020-01-03 21:30:00,5.9,262.0,-2.1,1024.0,56.0,4.5,5.836
2020-01-03 21:45:00,5.9,264.0,-2.2,1024.0,56.0,5.3,8.887
2020-01-03 22:00:00,5.9,266.0,-2.3,1024.0,56.0,5.6,11.802
2020-01-03 22:15:00,5.8,269.0,-2.4,1024.0,56.0,6.0,14.532
2020-01-03 22:30:00,5.7,270.0,-2.5,1024.0,55.0,5.7,12.404000000000002
2020-01-03 22:45:00,5.6,273.0,-2.6,1024.0,55.0,5.7,11.717
2020-01-03 23:00:00,5.6,275.0,-2.7,1024.0,55.0,5.6,11.675
2020-01-03 23:15:00,5.6,276.0,-2.8,1024.0,55.0,5.5,10.761
2020-01-03 23:30:00,5.6,277.0,-2.8,1024.0,54.0,5.4,10.643
2020-01-03 23:45:00,5.7,278.0,-2.9,1024.0,54.0,5.4,10.664
2020-01-04 00:00:00,5.0,277.0,-2.7,1024.0,60.0,5.1,8.994
2020-01-04 00:15:00,5.0,276.0,-2.7,1024.0,60.0,5.5,11.146
2020-01-04 00:30:00,5.0,276.0,-2.8,1024.0,61.0,6.1,14.749
2020-01-04 00:45:00,5.0,275.0,-2.8,1024.0,61.0,5.7,13.398
2020-01-04 01:00:00,5.0,275.0,-2.8,1024.0,61.0,6.0,14.036
2020-01-04 01:15:00,5.0,275.0,-2.8,1024.0,61.0,5.6,11.112
2020-01-04 01:30:00,5.0,276.0,-2.9,1024.0,61.0,5.2,9.208
2020-01-04 01:45:00,5.0,276.0,-2.9,1024.0,61.0,5.6,11.375
2020-01-04 02:00:00,5.0,277.0,-2.9,1024.0,61.0,5.8,12.576
2020-01-04 02:15:00,5.0,279.0,-2.9,1024.0,60.0,5.6,11.872
2020-01-04 02:30:00,5.0,280.0,-3.0,1024.0,59.0,6.4,16.915
2020-01-04 02:45:00,4.9,283.0,-3.0,1024.0,58.0,6.4,18.355
2020-01-04 03:00:00,4.9,285.0,-3.1,1024.0,58.0,6.9,21.204
2020-01-04 03:15:00,4.8,287.0,-3.2,1024.0,57.0,7.0,23.941
2020-01-04 03:30:00,4.8,290.0,-3.3,1024.0,57.0,7.4,26.662
2020-01-04 03:45:00,4.7,291.0,-3.4,1024.0,56.0,7.4,26.517
2020-01-04 04:00:00,4.7,294.0,-3.5,1024.0,56.0,6.8,20.998
2020-01-04 04:15:00,4.7,295.0,-3.6,1024.0,56.0,6.6,20.325
2020-01-04 04:30:00,4.6,297.0,-3.7,1024.0,55.0,6.4,18.244
2020-01-04 04:45:00,4.6,299.0,-3.8,1024.0,55.0,6.3,17.195999999999998
2020-01-04 05:00:00,4.4,301.0,-3.9,1024.0,55.0,6.1,15.115
2020-01-04 05:15:00,4.3,304.0,-4.0,1024.0,54.0,6.0,16.099
2020-01-04 05:30:00,4.1,307.0,-4.1,1025.0,53.0,6.0,15.591
2020-01-04 05:45:00,4.0,310.0,-4.2,1025.0,52.0,6.1,14.372
2020-01-04 06:00:00,3.9,314.0,-4.3,1025.0,52.0,6.0,14.039
2020-01-04 06:15:00,3.7,322.0,-4.4,1025.0,51.0,6.4,17.037
2020-01-04 06:30:00,3.7,331.0,-4.4,1025.0,50.0,6.5,16.694000000000006
2020-01-04 06:45:00,3.6,339.0,-4.5,1025.0,49.0,5.8,12.550999999999998
2020-01-04 07:00:00,3.5,344.0,-4.5,1025.0,47.0,6.2,14.36
2020-01-04 07:15:00,3.3,346.0,-4.4,1025.0,45.0,6.5,17.275
2020-01-04 07:30:00,3.1,351.0,-4.3,1026.0,44.0,6.6,17.664
